,tailnum,origin,dest,qa_year_month_day,qa_hour_minute,qa_dep_arr_time,qa_dep_arr_delay,qa_carrier,qa_tailnum,qa_flight,qa_origin_dest,qa_air_time,qa_distance,qa_distance_airtime
6269,N556AS,PDX,PHX,,,,,,,F,,,,TR
6270,N916WN,PDX,SLC,,,,,,,,,,,TR
6271,N36447,SEA,ANC,,,,,,F,,,,,TL
6272,N390SW,SEA,LAS,,,,,,,F,,,,TL
6273,N811DZ,PDX,ATL,,,,,,,,,,,TR
6274,N3731T,SEA,LAX,,,,,,,,,,,TL
6275,N413AS,SEA,LAX,,,,,,,F,,,,TL
6276,N626AS,SEA,SNA,,,,,,,F,,,,TL
6277,N127UW,PDX,CLT,,,,,,,,,,,TL
6278,N306AS,SEA,FAI,,,,,,,F,,,,TL
6279,N612AS,PDX,SFO,,,,,,,F,,,,TL
6280,N606JB,SEA,LGB,,,,,,,,,,,TL
6281,N610DL,SEA,SLC,,,,,,,,,,,TR
6282,N24211,SEA,SFO,,,,,,F,,,,,TL
6283,N778AS,PDX,PHX,,,,,,,F,,,,TL
6284,N528VA,SEA,SFO,,,,,,,F,,,,TL
6285,N459AS,SEA,PHL,,,,,,,F,,,,TL
6286,N37700,PDX,SLC,,,,,,F,,,,,TR
6287,N528AS,SEA,LAX,,,,,,,F,,,,TL
6288,N586SW,SEA,PDX,,,,,,,,,,,TR
6289,N227AG,PDX,ONT,,,,,,,,,,,TR
6290,N295WN,PDX,RNO,,,,,,,,,,,TR
6291,N315AS,SEA,LAS,,,,,,,F,,,,TR
6292,N533US,SEA,DTW,,,,,,,,,,,TR
6293,N69806,SEA,ORD,,,,,,F,,,,,TL
6294,N217SW,PDX,EUG,,,,,,,,,,,TR
6295,N523VA,SEA,LAX,,,,,,,F,,,,TL
6296,N796AS,PDX,SJC,,,,,,,F,,,,TR
6297,N547US,SEA,FAI,,,,,,,,,,,TR
6298,N607AS,SEA,DEN,,,,,,,F,,,,TR
6299,N331NW,SEA,DTW,,,,,,,,,,,TL
6300,N303AS,SEA,ONT,,,,,,,F,,,,TR
6301,N233SW,SEA,PDX,,,,,,,,,,,TR
6302,N524AS,SEA,ONT,,,,,,,F,,,,TR
6303,N130DL,SEA,DTW,,,,,,,,,,,TL
6304,N3759,SEA,DTW,,,,,,F,,,,,TL
6305,N523VA,SEA,LAX,,,,,,,F,,,,TL
6306,N419WN,PDX,OAK,,,,,,,F,,,,TR
6307,N935SW,PDX,SFO,,,,,,,,,,,TL
6308,N590AS,SEA,OAK,,,,,,,F,,,,TL
6309,N435AS,SEA,HNL,,,,,,,F,,,,TL
6310,N208FR,PDX,DEN,,,,,,,F,,,,TR
6311,N339NW,SEA,LAS,,,,,,,,,,,TL
6312,N37253,PDX,IAH,,,,,,F,,,,,TL
6313,N440AS,SEA,KOA,,,,,,,F,,,,TL
6314,N727TW,SEA,JFK,,,,,,,F,,,,TR
6315,N291SW,PDX,SEA,,,,,,,,,,,TR
6316,N34282,SEA,IAD,,,,,,F,,,,,TL
6317,N679CA,PDX,LAX,,,,,,,,,,,TR
6318,N307AS,SEA,DEN,,,,,,,F,,,,TR
6319,N581AS,SEA,OAK,,,,,,,F,,,,TR
6320,N8614M,SEA,MDW,,,,,,,,,,,TL
6321,N715JB,PDX,JFK,,,,,,,,,,,TL
6322,N820SK,SEA,LAX,,,,,,,,,,,TR
6323,N650AW,SEA,PHX,,,,,,,F,,,,TR
6324,N35407,PDX,IAH,,,,,,F,,,,,TR
6325,N721TW,SEA,JFK,,MH,MD,MD,,,F,,M,,M
6326,N3BLAA,SEA,ORD,,,,,,F,,,,,TL
6327,N797AS,SEA,LAX,,,,,,,F,,,,TR
6328,N508AS,SEA,ANC,,,FA,,,,F,,,,TL
6329,N644AS,SEA,LAS,,,,,,,F,,,,TR
6330,N73278,PDX,ORD,,,,,,F,,,,,TR
6331,N783SK,SEA,LAX,,,,,,,,,,,TL
6332,N754AS,SEA,SFO,,,,,,,F,,,,TL
6333,N39416,SEA,SFO,,,,,,F,,,,,TL
6334,N227AG,SEA,LGB,,,,,,,,,,,TL
6335,N37267,SEA,IAH,,,,,,F,,,,,TL
6336,N569AS,SEA,LAX,,,,,,,F,,,,TL
6337,N930WN,SEA,SMF,,,,,,,F,,,,TR
6338,N112US,SEA,PHL,,,,,,,,,,,TL
6339,N630WN,SEA,OAK,,,,,,,F,,,,TL
6340,N713AS,SEA,SAN,,,,,,,F,,,,TL
6341,N658DL,SEA,ATL,,,,,,,,,,,TR
6342,N594AS,SEA,SFO,,,,,,,F,,,,TL
6343,N523AS,SEA,DEN,,,,,,,F,,,,TR
6344,N33264,SEA,IAH,,,,,,F,,,,,TL
6345,N467AS,SEA,SLC,,,,,,,F,,,,TR
6346,N474UA,SEA,SFO,,,,,,,F,,,,TL
6347,N3749D,PDX,ATL,,,,,,,,,,,TL
6348,N586AS,PDX,OGG,,,,,,,F,,,,TL
6349,N767AS,PDX,SFO,,,,,,,F,,,,TL
6350,N618WN,PDX,SMF,,,,,,,F,,,,TR
6351,N8602F,SEA,DEN,,,,,,,,,,,TR
6352,N67815,SEA,DEN,,,,,,F,,,,,TR
6353,N6711M,PDX,SLC,,,,,,,,,,,TR
6354,N550UW,SEA,PHX,,,,,,,F,,,,TR
6355,N413AS,SEA,LAX,,,,,,,F,,,,TL
6356,N72405,SEA,IAH,,,,,,F,,,,,TR
6357,N317AS,SEA,TUS,,,,,,,F,,,,TR
6358,N672AW,SEA,PHX,,,,,,,F,,,,TR
6359,N826MH,PDX,ATL,,,,,,,F,,,,TL
6360,N632SK,SEA,GEG,,,,,,,,,,,TR
6361,N848UA,SEA,SFO,,,,,,,F,,,,TR
6362,N419AS,SEA,SLC,,,,,,,F,,,,TL
6363,N587AS,SEA,PDX,,,,,,,F,,,,TR
6364,N570AA,PDX,DFW,,,,,,,,,,,TR
6365,N792AS,SEA,ONT,,,,,,,F,,,,TL
6366,N530AS,PDX,DFW,,,,,,,F,,,,TR
6367,N495WN,PDX,MDW,,,,,,,F,,,,TR
6368,N3ALAA,PDX,ORD,,,,,,F,F,,,,TL
6369,N415WN,PDX,OAK,,,,,,,,,,,TR
6370,N548AS,SEA,SFO,,,,,,,F,,,,TR
6371,N3ERAA,SEA,DFW,,,,,,F,,,,,TR
6372,N553AS,SEA,SNA,,,,,,,F,,,,TL
6373,N613AS,SEA,DEN,,,,,,,F,,,,TR
6374,N549AS,SEA,SNA,,,,,,,F,,,,TL
6375,N709TW,SEA,JFK,,,,,,,F,,,,TR
6376,N627VA,SEA,LAX,,,,,,,F,,,,TR
6377,N402AS,SEA,IAH,,,,,,,F,,,,TR
6378,N3751B,SEA,MSP,,,,,,,,,,,TR
6379,N225AG,PDX,TUS,,,,,,,,,,,TR
6380,N692CA,SEA,SJC,,,,,,,,,,,TL
6381,N612AS,SEA,SFO,,,,,,,F,,,,TL
6382,N792AS,SEA,ANC,,,,,,,F,,,,TL
6383,N612AS,SEA,OAK,,,,,,,F,,,,TR
6384,N435AS,SEA,SAN,,,,,,,F,,,,TR
6385,N983CA,PDX,LAX,,,,,,,,,,,TL
6386,N816SK,PDX,LAX,,,,,,,,,,,TR
6387,N615AS,SEA,LAX,,,,,,,F,,,,TL
6388,N536AS,SEA,OGG,,,,,,,F,,,,TL
6389,N187PQ,SEA,LAS,,,,,,,,,,,TR
6390,N565UA,SEA,IAD,,,,,,,F,,,,TR
6391,N224AG,SEA,LGB,,,,,,,,,,,TL
6392,N216WR,SEA,SJC,,,,,,,,,,,TL
6393,N559AS,PDX,SJC,,,,,,,F,,,,TR
6394,N525VA,SEA,LAX,,,,,,,F,,,,TR
6395,N676DL,SEA,SLC,,,,,,,,,,,TR
6396,N796AS,SEA,KTN,,,,,,,F,,,,TL
6397,N792AS,SEA,GEG,,,,,,,F,,,,TR
6398,N223AG,PDX,ONT,,,,,,,,,,,TR
6399,N470UA,PDX,ORD,,,,,,,F,,,,TR
6400,N589AS,SEA,SJC,,,,,,,F,,,,TR
6401,N463WN,SEA,DEN,,,,,,,F,,,,TR
6402,N805UA,SEA,IAH,,,,,,,F,,,,TR
6403,N612AS,SEA,BUR,,,,,,,F,,,,TR
6404,N455UA,SEA,IAH,,,,,,,F,,,,TL
6405,N418WN,PDX,SJC,,,,,,,,,,,TL
6406,N329NW,SEA,LAX,,,,,,,,,,,TR
6407,N913WN,SEA,LAS,,,,,,,,,,,TL
6408,N619AS,SEA,LAS,,,,,,,F,,,,TL
6409,N566AS,SEA,HNL,,,,,,,F,,,,TL
6410,N221SW,PDX,RDM,,,,,,,,,,,TR
6411,N524AS,PDX,SFO,,,,,,,F,,,,TR
6412,N836UA,SEA,DEN,,,,,,,F,,,,TL
6413,N423AS,SEA,AUS,,,,,,,F,,,,TL
6414,N705AS,SEA,ANC,,,,,,,F,,,,TL
6415,N801DZ,SEA,ATL,,,,,,,F,,,,TL
6416,N3749D,SEA,DTW,,,,,,,,,,,TL
6417,N915WN,PDX,LAS,,,,,,,F,,,,TL
6418,N303AS,PDX,SLC,,,,,,,F,,,,TR
6419,N7746C,PDX,LAS,,,,,,,F,,,,TR
6420,N823DN,PDX,ATL,,,,,,,,,,,TR
6421,N606SW,PDX,ABQ,,,,,,,,,,,TR
6422,N3DJAA,SEA,DFW,,,,,,F,,,,,TL
6423,N563SW,PDX,SEA,,,,,,,,,,,TR
6424,N560AS,PDX,DCA,,,,,,,F,,,,TR
6425,N3FKAA,SEA,DFW,,,,,,F,F,,,,TL
6426,N226WN,SEA,SLC,,,,,,,,,,,TR
6427,N611AS,SEA,BUR,,,,,,,F,,,,TR
6428,N920SW,PDX,DEN,,,,,,,,,,,TR
6429,N608SK,SEA,PDX,,,,,,,,,,,TR
6430,N229SW,SEA,PDX,,,,,,,,,,,TR
6431,N713SK,SEA,LAX,,,,,,,,,,,TR
6432,N794AS,SEA,GEG,,,,,,,F,,,,TR
6433,N793AS,SEA,JNU,,,,,,,F,,,,TR
6434,N250WN,SEA,OAK,,,,,,,,,,,TL
6435,N625CA,SEA,SJC,,,,,,,,,,,TL
6436,N641CA,SEA,GEG,,,,,,,,,,,TR
6437,N953FR,SEA,DEN,,,,,,,F,,,,TR
6438,N581AS,PDX,LAX,,,,,,,F,,,,TR
6439,N713AS,PDX,SJC,,,,,,,F,,,,TR
6440,N407AS,SEA,BOS,,,,,,,F,,,,TL
6441,N217AG,SEA,SLC,,,,,,,,,,,TR
6442,N568AS,PDX,SJC,,,,,,,F,,,,TL
6443,N653AW,SEA,PHX,,,,,,,F,,,,TL
6444,N634AA,SEA,MIA,,,,,,,,,,,TL
6445,N611AS,PDX,SAN,,,,,,,F,,,,TR
6446,N625AS,SEA,GEG,,,,,,,F,,,,TR
6447,N318AS,SEA,SFO,,,,,,,F,,,,TL
6448,N3771K,PDX,MSP,,,,,,,,,,,TR
6449,N407AS,SEA,SAN,,,,,,,F,,,,TR
6450,N786AS,SEA,ANC,,,,,,,F,,,,TL
6451,N709TW,SEA,JFK,,,,,,,F,,,,TR
6452,N593AS,SEA,SNA,,,,,,,F,,,,TL
6453,N795SW,SEA,OAK,,,,,,,F,,,,TR
6454,N355NW,PDX,SLC,,,,,,,,,,,TR
6455,N78438,PDX,ORD,,,,,,F,,,,,TR
6456,N813SK,PDX,SEA,,,,,,,,,,,TR
6457,N534AS,SEA,KOA,,,,,,,F,,,,TL
6458,N63820,SEA,ORD,,,,,,F,,,,,TL
6459,N76515,SEA,EWR,,,,,,F,,,,,TL
6460,N257WN,PDX,PHX,,,,,,,F,,,,TR
6461,N622AS,SEA,BUR,,,,,,,F,,,,TL
6462,N8621A,SEA,DEN,,,,,,,,,,,TR
6463,N406WN,SEA,PHX,,,,,,,,,,,TL
6464,N595JB,PDX,LGB,,,,,,,,,,,TL
6465,N524AS,SEA,PHL,,,,,,,F,,,,TR
6466,N37277,SEA,EWR,,,,,,F,,,,,TL
6467,N301YV,SEA,PDX,,,,,,,,,,,TR
6468,N527AS,SEA,DCA,,,,,,,F,,,,TL
6469,N532AS,PDX,SJC,,,,,,,F,,,,TR
6470,N590AS,SEA,JNU,,,,,,,F,,,,TL
6471,N485UA,SEA,SFO,,,,,,,F,,,,TL
6472,N228WN,SEA,SLC,,,,,,,F,,,,TR
6473,N227AG,PDX,BUR,,,,,,,,,,,TL
6474,N644AS,PDX,PHX,,,,,,,F,,,,TL
6475,N250WN,PDX,SJC,,,,,,,F,,,,TR
6476,N713AS,PDX,PHX,,,,,,,F,,,,TL
6477,N216AG,PDX,ONT,,,,,,,,,,,TR
6478,N216AG,PDX,BUR,,,,,,,,,,,TL
6479,N218AG,SEA,LGB,,,,,,,,,,,TL
6480,N556AS,SEA,SNA,,,,,,,F,,,,TL
6481,N535UW,SEA,CLT,,,,,,,,,,,TL
6482,N6711M,SEA,SLC,,,,,,,,,,,TR
6483,N557AS,PDX,OGG,,,,,,,F,,,,TL
6484,N656JB,SEA,LGB,,,,,,,,,,,TR
6485,N407AS,SEA,LAX,,,,,,,F,,,,TR
6486,N631AA,SEA,DFW,,,,,,,F,,,,TL
6487,N407AS,SEA,FAI,,,,,,,F,,,,TL
6488,N913SW,SEA,SFO,,,,,,,,,,,TL
6489,N586JB,SEA,BOS,,,,,,,F,,,,TL
6490,N3760C,SEA,LAS,,,,,,,,,,,TR
6491,N219AG,PDX,BUR,,,,,,,,,,,TR
6492,N409AS,SEA,EWR,,,,,,,F,,,,TL
6493,N535AS,SEA,ANC,,,,,,,F,,,,TL
6494,N6707A,PDX,SLC,,,,,,,F,,,,TR
6495,N459AS,SEA,ANC,,,,,,,F,,,,TL
6496,N233LV,SEA,MDW,,,,,,,,,,,TL
6497,N77518,SEA,EWR,,,,,,F,,,,,TR
6498,N225AG,SEA,OMA,,,,,,,,,,,TR
6499,N403AS,SEA,PHX,,,,,,,F,,,,TR
6500,N323AS,SEA,PHX,,,,,,,F,,,,TR
6501,N579SW,PDX,EUG,,,,,,,,,,,TR
6502,N619AS,PDX,SJC,,,,,,,F,,,,TR
6503,N611AS,SEA,SFO,,,,,,,F,,,,TL
6504,N838UA,PDX,SFO,,,,,,,F,,,,TR
6505,N162PQ,SEA,LAS,,,,,,,,,,,TL
6506,N402AS,PDX,SFO,,,,,,,F,,,,TR
6507,N215AG,SEA,FAT,,,,,,,,,,,TR
6508,N535AS,PDX,SJC,,,,,,,F,,,,TL
6509,N581SW,PDX,SEA,,,,,,,,,,,TR
6510,N209FR,PDX,DEN,,,,,,,F,,,,TR
6511,N548AS,SEA,LAS,,,,,,,F,,,,TR
6512,N218AG,SEA,LGB,,,,,,,,,,,TR
6513,N431WN,SEA,LAS,,,FA,,,,F,,,,TR
6514,N225AG,PDX,BUR,,,,,,,,,,,TR
6515,N980SW,PDX,LAX,,,,,,,,,,,TR
6516,N81449,SEA,DEN,,,,,,F,,,,,TR
6517,N625AS,PDX,SFO,,,,,,,F,,,,TL
6518,N3DWAA,SEA,ORD,,,FA,,,F,,,,,TL
6519,N740SW,SEA,OAK,,,FA,,,,F,,,,TR
6520,N914WN,SEA,SAN,,,,,,,,,,,TL
6521,N611AS,SEA,LAS,,,,,,,F,,,,TL
6522,N516AS,SEA,ANC,,,,,,,F,,,,TL
6523,N826UA,SEA,SFO,,,,,,,F,,,,TR
6524,N703AS,PDX,SFO,,,,,,,F,,,,TL
6525,N531AS,PDX,SFO,,,,,,,F,,,,TR
6526,N617SW,PDX,SMF,,,,,,,,,,,TR
6527,N3DCAA,SEA,DFW,,,,,,F,,,,,TR
6528,N538AS,SEA,SAN,,,,,,,F,,,,TL
6529,N3GKAA,SEA,DFW,,,,,,F,,,,,TR
6530,N229SW,PDX,LMT,,,,,,,,,,,TR
6531,N910WN,SEA,PHX,,,,,,,,,,,TR
6532,N613AS,SEA,SNA,,,,,,,F,,,,TR
6533,N839VA,SEA,LAX,,,,,,,F,,,,TR
6534,N801UA,PDX,SFO,,,,,,,F,,,,TL
6535,N731SA,SEA,SLC,,,,,,,F,,,,TR
6536,N594AS,SEA,LAX,,,,,,,F,,,,TR
6537,N4XUAA,PDX,DFW,,,,,,F,,,,,TL
6538,N825SK,SEA,LAX,,,,,,,,,,,TR
6539,N3BMAA,PDX,ORD,,,,,,F,F,,,,TR
6540,N459AS,SEA,DFW,,,,,,,F,,,,TR
6541,N6708D,PDX,SLC,,,,,,,,,,,TR
6542,N376SW,PDX,PHX,,,,,,,,,,,TL
6543,N38417,PDX,DEN,,,,,,F,,,,,TR
6544,N371DA,PDX,JFK,,,,,,,F,,,,TL
6545,N3KRAA,SEA,ORD,,,,,,F,,,,,TR
6546,N629VA,SEA,LAX,,,,,,,,,,,TL
6547,N793AS,SEA,GEG,,,,,,,F,,,,TR
6548,N721TW,SEA,JFK,,,,,,,,,,,TL
6549,N828DN,PDX,ATL,,,,,,,,,,,TR
6550,N218AG,PDX,BOI,,,,,,,,,,,TR
6551,N557AS,PDX,SAN,,,,,,,F,,,,TL
6552,N214FR,SEA,DEN,,,,,,,F,,,,TR
6553,N765AS,SEA,JNU,,,,,,,F,,,,TL
6554,N513AS,SEA,ANC,,,,,,,F,,,,TL
6555,N673DL,SEA,MSP,,,,,,,,,,,TL
6556,N435AS,SEA,BOS,,,,,,,F,,,,TL
6557,N755AS,PDX,LAX,,,,,,,F,,,,TL
6558,N607AS,SEA,LAX,,,,,,,F,,,,TR
6559,N556AS,PDX,SEA,,,,,,,F,,,,TR
6560,N786AS,PDX,LAX,,,,,,,F,,,,TR
6561,N401UA,SEA,SFO,,,,,,,F,,,,TL
6562,N614AS,PDX,ORD,,,,,,,F,,,,TL
6563,N961DN,SEA,MSP,,,,,,,,,,,TR
6564,N3736C,PDX,SLC,,,,,,,F,,,,TR
6565,N174DZ,SEA,ATL,,,,,,,F,,,,TL
6566,N225AG,SEA,FAT,,,,,,,,,,,TR
6567,N216AG,SEA,OMA,,,,,,,,,,,TR
6568,N963SW,SEA,LAX,,,,,,,,,,,TL
6569,N4XVAA,PDX,DFW,,,,,,F,,,,,TR
6570,N662AW,SEA,PHX,,,,,,,F,,,,TL
6571,N713AS,PDX,LAX,,,,,,,F,,,,TR
6572,N307AS,SEA,ONT,,,,,,,F,,,,TR
6573,N319US,PDX,SLC,,,,,,,F,,,,TR
6574,N6714Q,PDX,MSP,,,,,,,,,,,TR
6575,N419AS,SEA,LAX,,,,,,,F,,,,TR
6576,N636JB,SEA,LGB,,,,,,,F,,,,TR
6577,N926WN,PDX,OAK,,,,,,,,,,,TR
6578,N37700,SEA,SLC,,,,,,F,,,,,TR
6579,N3764D,SEA,DTW,,,,,,,F,,,,TR
6580,N750SA,PDX,OAK,,,,,,,,,,,TR
6581,N703JB,PDX,LGB,,,,,,,,,,,TR
6582,N405WN,SEA,PHX,,,,,,,,,,,TL
6583,N187PQ,PDX,SEA,,,,,,,,,,,TR
6584,N565UW,SEA,CLT,,,,,,,F,,,,TR
6585,N3AMAA,SEA,JFK,,,,,,F,F,,,,TL
6586,N130DL,SEA,ATL,,,,,,,,,,,TR
6587,N612AS,SEA,BUR,,,,,,,F,,,,TL
6588,N579AS,PDX,SJC,,,,,,,F,,,,TR
6589,N234WN,SEA,OAK,,,,,,,F,,,,TL
6590,N624AS,SEA,BUR,,,,,,,F,,,,TR
6591,N615AS,SEA,SFO,,,,,,,F,,,,TR
6592,N533AS,SEA,OAK,,,,,,,F,,,,TR
6593,N259WN,SEA,SLC,,,,,,,F,,,,TR
6594,N756AS,PDX,SJC,,,,,,,F,,,,TR
6595,N594AS,SEA,OGG,,,,,,,F,,,,TL
6596,N593AS,SEA,SNA,,,,,,,F,,,,TL
6597,N612AS,SEA,SNA,,,,,,,F,,,,TL
6598,N794AS,PDX,SFO,,,,,,,F,,,,TL
6599,N409AS,SEA,MCI,,,,,,,F,,,,TR
6600,N523AS,SEA,TUS,,,,,,,F,,,,TR
6601,N708AS,SEA,LAX,,,,,,,F,,,,TL
6602,N464AS,SEA,MSP,,,,,,,F,,,,TL
6603,N569SW,PDX,SEA,,,,,,,,,,,TR
6604,N772SW,SEA,PHX,,,,,,,,,,,TL
6605,N320AS,SEA,LAX,,,,,,,F,,,,TL
6606,N586AS,SEA,ORD,,,,,,,F,,,,TL
6607,N604AW,SEA,PHL,,,,,,,F,,,,TL
6608,N586AS,SEA,OGG,,,,,,,F,,,,TL
6609,N315AS,SEA,ANC,,,,,,,F,,,,TL
6610,N3HGAA,SEA,ORD,,,,,,F,,,,,TR
6611,N479UA,PDX,EWR,,,,,,,F,,,,TL
6612,N762SK,PDX,LAX,,,,,,,,,,,TR
6613,N644JB,SEA,LGB,,,,,,,,,,,TL
6614,N737JW,SEA,SJC,,,,,,,F,,,,TR
6615,N76504,SEA,IAH,,,FD,,,F,,,,,TL
6616,N3JBAA,SEA,DFW,,,,,,F,,,,,TR
6617,N644AS,SEA,OAK,,,,,,,F,,,,TR
6618,N204WN,SEA,SJC,,,,,,,F,,,,TL
6619,N442WN,SEA,DEN,,,,,,,,,,,TR
6620,N558AS,SEA,ANC,,,,,,,F,,,,TR
6621,N779AS,SEA,FAI,,,,,,,F,,,,TL
6622,N655WN,SEA,SJC,,,,,,,,,,,TL
6623,N582SW,SEA,PDX,,,,,,,,,,,TR
6624,N564SW,SEA,PDX,,,,,,,,,,,TR
6625,N815SK,SEA,PHX,,,,,,,,,,,TR
6626,N788AS,SEA,JNU,,,,,,,F,,,,TR
6627,N799AS,SEA,KTN,,,,,,,F,,,,TR
6628,N318AS,SEA,DEN,,,,,,,F,,,,TL
6629,N291SW,PDX,RDM,,,,,,,,,,,TR
6630,N485UA,SEA,ORD,,,,,,,F,,,,TR
6631,N778AS,SEA,LAX,,,,,,,F,,,,TL
6632,N8632A,SEA,PHX,,,,,,,,,,,TR
6633,N435AS,SEA,PHX,,,,,,,F,,,,TL
6634,N632SW,PDX,LAS,,,,,,,F,,,,TL
6635,N496UA,PDX,ORD,,,,,,,F,,,,TR
6636,N218AG,PDX,BUR,,,,,,,,,,,TR
6637,N178US,SEA,PHL,,,,,,,F,,,,TL
6638,N444WN,SEA,HOU,,,,,,,F,,,,TL
6639,N815SK,SEA,LAS,,,,,,,,,,,TL
6640,N637AW,PDX,PHX,,,,,,,F,,,,TR
6641,N769AS,SEA,OAK,,,,,,,F,,,,TR
6642,N779AS,SEA,JNU,,,,,,,F,,,,TL
6643,N303AS,SEA,EWR,,,,,,,F,,,,TR
6644,N385HA,SEA,HNL,,,,,,,F,,,,TL
6645,N227AG,PDX,ONT,,,,,,,,,,,TL
6646,N611AS,SEA,SJC,,,,,,,F,,,,TL
6647,N285WN,PDX,OAK,,,,,,,F,,,,TR
6648,N532AS,SEA,BOS,,,,,,,F,,,,TL
6649,N303AS,SEA,SFO,,,,,,,F,,,,TL
6650,N555LV,SEA,SMF,,,,,,,F,,,,TR
6651,N715JB,SEA,BOS,,,,,,,F,,,,TL
6652,N619AS,PDX,SNA,,,,,,,F,,,,TR
6653,N315AS,PDX,SLC,,,,,,,F,,,,TR
6654,N8612K,SEA,DEN,,,,,,,F,,,,TR
6655,N408AS,PDX,HNL,,,,,,,F,,,,TL
6656,N603SW,SEA,OAK,,,,,,,F,,,,TL
6657,N219AG,SEA,PDX,,,,,,,,,,,TR
6658,N175DN,PDX,ATL,,,,,,,F,,,,TL
6659,N408AS,SEA,PHL,,,,,,,F,,,,TL
6660,N596AS,PDX,SFO,,,,,,,F,,,,TR
6661,N265WN,SEA,SLC,,,,,,,F,,,,TR
6662,N627AS,SEA,AUS,,,,,,,F,,,,TR
6663,N537UW,SEA,PHX,,,,,,,,,,,TL
6664,N589AS,PDX,OGG,,,,,,,F,,,,TL
6665,N543UA,SEA,DEN,,,,,,,F,,,,TR
6666,N453AS,SEA,SAT,,,,,,,F,,,,TR
6667,N641SW,PDX,SMF,,,,,,,F,,,,TR
6668,N613AS,PDX,PHX,,,,,,,F,,,,TL
6669,N513AS,SEA,BUR,,,,,,,F,,,,TL
6670,N459AS,SEA,EWR,,,,,,,F,,,,TL
6671,N5BSAA,SEA,DFW,,,,,,F,F,,,,TR
6672,N319AS,SEA,ORD,,,,,,,F,,,,TR
6673,N3731T,SEA,DTW,,,,,,,,,,,TL
6674,N3DVAA,SEA,DFW,,,,,,F,F,,,,TR
6675,N587HA,PDX,HNL,,,,,,,F,,,,TL
6676,N436UA,PDX,SFO,,,,,,,F,,,,TR
6677,N693DL,PDX,SLC,,,,,,,,,,,TR
6678,N568SW,PDX,SEA,,MH,MD,MD,,,,,M,,M
6679,N622AS,PDX,SNA,,,,,,,F,,,,TL
6680,N461UA,SEA,IAD,,,,,,,F,,,,TR
6681,N581UW,SEA,PHL,,,,,,,F,,,,TL
6682,N804DN,SEA,MSP,,,,,,,,,,,TS
6683,N390SW,SEA,OAK,,,,,,,,,,,TL
6684,N634SW,SEA,OAK,,,,,,,,,,,TL
6685,N69829,SEA,DEN,,,,,,F,,,,,TL
6686,N409AS,SEA,PHL,,,,,,,F,,,,TL
6687,N586AS,PDX,DFW,,,,,,,F,,,,TR
6688,N938WN,SEA,ABQ,,,,,,,,,,,TR
6689,N305AS,SEA,DFW,,,,,,,F,,,,TR
6690,N431WN,PDX,SMF,,,,,,,,,,,TR
6691,N914WN,SEA,PHX,,,,,,,,,,,TL
6692,N617SW,SEA,PHX,,,,,,,,,,,TL
6693,N531AS,SEA,OGG,,,,,,,F,,,,TL
6694,N3GMAA,SEA,ORD,,,,,,F,,,,,TL
6695,N733SA,SEA,OAK,,,,,,,F,,,,TR
6696,N384HA,PDX,HNL,,,,,,,F,,,,TL
6697,N699DL,PDX,SLC,,,,,,,,,,,TR
6698,N457WN,SEA,SJC,,,,,,,F,,,,TL
6699,N612AS,SEA,DEN,,,,,,,F,,,,TR
6700,N607AS,SEA,KTN,,,,,,,F,,,,TR
6701,N563AS,SEA,LAS,,,,,,,F,,,,TR
6702,N407AS,SEA,EWR,,,,,,,F,,,,TR
6703,N632VA,SEA,LAX,,,,,,,,,,,TR
6704,N320AS,SEA,LAX,,,,,,,F,,,,TL
6705,N632SK,PDX,SEA,,,,,,,,,,,TR
6706,N3752,SEA,MSP,,,,,,F,,,,,TR
6707,N652BR,PDX,DEN,,,,,,,,,,,TR
6708,N614SK,SEA,LAX,,,,,,,,,,,TR
6709,N936WN,PDX,RNO,,,,,,,,,,,TR
6710,N537JB,SEA,LGB,,,,,,,,,,,TL
6711,N87527,SEA,SFO,,,,,,F,,,,,TR
6712,N433AS,SEA,EWR,,,,,,,F,,,,TL
6713,N433AS,SEA,EWR,,,,,,,F,,,,TL
6714,N3KDAA,SEA,DFW,,,,,,F,,,,,TR
6715,N794AS,SEA,SLC,,,,,,,F,,,,TR
6716,N583SW,PDX,EUG,,,,,,,,,,,TR
6717,N933WN,PDX,PHX,,,,,,,,,,,TL
6718,N318AS,PDX,ORD,,,,,,,F,,,,TR
6719,N409WN,PDX,SMF,,,,,,,F,,,,TR
6720,N433AS,SEA,EWR,,,FA,,,,F,,,,TL
6721,N581AS,SEA,ORD,,,FD,,,,F,,,,TL
6722,N719SW,SEA,SLC,,,,,,,,,,,TR
6723,N562AS,SEA,SAN,,,,,,,F,,,,TL
6724,N476UA,SEA,SFO,,,,,,,F,,,,TL
6725,N684DA,SEA,MSP,,,,,,,,,,,TR
6726,N535UA,SEA,ORD,,,,,,,F,,,,TR
6727,N797AS,SEA,KTN,,,,,,,F,,,,TL
6728,N524UW,SEA,CLT,,,,,,,F,,,,TL
6729,N8637A,SEA,BWI,,,,,,,,,,,TR
6730,N694SW,SEA,OAK,,,,,,,,,,,TL
6731,N806DN,SEA,ATL,,,FD,,,,,,,,TR
6732,N3LDAA,SEA,DFW,,,,,,F,,,,,TL
6733,N477UA,SEA,IAH,,,,,,,F,,,,TR
6734,N409AS,SEA,LAS,,,,,,,F,,,,TL
